@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,
@-header,compilationTime_!_ 2017:08:17:09:51:17,,,,,,,,,,,,
@-header,columnCount_!_ 14,,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,,
@-header,courseId_!_ 4,,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Physiotherapy (Direct),,,,,,,,,,,,
@-header,year_!_ 3,,,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,541,542,543,544,545,546,547,652
Ref,GPA,Reg Number,Flags,Details,res,Obstetrics and Gynaecology,	Urology,	Advanced Musculoskeletal Physiotherapy Level 1,Advanced  Neurological Physiotherapy Level 1,	Advanced Cardiorespiratory Physiotherapy Level 1 ,Advanced Paediatric Physiotherapy Level 1,	Research Methodology Level 2,Clinical Practice
519,,TUMA/KCMUCo/BScPhysio/2015/2016/0273,9,,,67,70,59,70,64,70,55,64
599,,TUMA/KCMUCo/BScPhysio/2015/2016/0274,9,,,67,73,60,74,72,67,65,63
738,,TUMA/KCMUCo/BScPhysio/2015/2016/0275,65,,,72,71,57,75,64,64,61,58
704,,TUMA/KCMUCo/BScPhysio/2015/2016/0276,9,,,66,67,59,70,67,64,56,67
614,,TUMA/KCMUCo/BScPhysio/2015/2016/0277,65,,,68,68,66,67,70,64,65,61
848,,TUMA/KCMUCo/BScPhysio/2015/2016/0278,9,,,75,78,60,73,71,70,67,68
521,,TUMA/KCMUCo/BScPhysio/2015/2016/0279,9,,,78,82,52,69,65,73,69,63
763,,TUMA/KCMUCo/BScPhysio/2015/2016/0280,9,,,55,70,54,63,58,73,59,58
664,,TUMA/KCMUCo/BScPhysio/2015/2016/0281,9,,,70,70,64,70,72,68,59,74
633,,TUMA/KCMUCo/BScPhysio/2015/2016/0284,9,,,69,75,62,65,68,67,55,60
830,,TUMA/KCMUCo/BScPhysio/2015/2016/0292,9,,,67,66,54,69,67,74,59,54
783,,TUMA/KCMUCo/BScPhysio/2015/2016/0294,9,,,66,67,57,62,72,64,58,56
820,,TUMA/KCMUCo/BScPhysio/2015/2016/0301,67,,,,,,,,,,
746,,TUMA/KCMUCo/BScPhysio/2015/2016/0302,9,,,60,71,52,58,59,62,54,63
725,,TUMA/KCMUCo/BScPhysio/2015/2016/0304,65,,,59,64,52,62,58,62,50,62
831,,TUMA/KCMUCo/BScPhysio/2015/2016/0305,65,,,68,62,54,63,60,71,60,55
667,,TUMA/KCMUCo/BScPhysio/2015/2016/0307,9,,,63,70,53,68,57,66,57,66
600,,TUMA/KCMUCo/BScPhysio/2015/2016/0310,11,,,,71,59,62,64,63,48,54
