@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 6,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Nursing (Pre-Service),,,,,,,,
@-header,year_!_ 4,,,,,,,,
@-header,semester_!_ 1,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,
@-header,flags_!_ 0,,,,,,,,
@-header,compilationTime_!_ 2018:05:28:12:02:23,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
,,,,,,,,,
,,,,,,973,974,596,1030
Ref,GPA,Reg Number,Flags,Details,res,Community Health Nursing,Mental Health and Psychiatric Nursing,Midwifery,Midwifery Practical
781,,TUMA/KCMUCo/BSC.N/2015/2016/0628,67,,,56.1,52,45.5,68
765,,TUMA/KCMUCo/BSC.N/2015/2016/0659,65,,,65.8,54,73.5,65
876,,TUMA/KCMUCo/BSC.N/2015/2016/0661,67,,,69.7,44.5,50,61
708,,TUMA/KCMUCo/BSC.N/2015/2016/0669,11,,,60.1,36,57.5,65
894,,TUMA/KCMUCo/BSC.N/2015/2016/0673,67,,,63.6,40.5,51,52
923,,TUMA/KCMUCo/BSC.N/2015/2016/0681,11,,,57.5,44,45,65
861,,TUMA/KCMUCo/BSC.N/2015/2016/0682,9,,,65.8,66,65,77
911,,TUMA/KCMUCo/BSC.N/2015/2016/0688,67,,,70.4,56.5,65,37
879,,TUMA/KCMUCo/BSC.N/2015/2016/0689,65,,,80.7,56,57.5,76
855,,TUMA/KCMUCo/BSC.N/2015/2016/0691,65,,,75,57,62.5,84
864,,TUMA/KCMUCo/BSC.N/2015/2016/0693,67,,,66.2,32,62.5,76
936,,TUMA/KCMUCo/BSC.N/2015/2016/0697,9,,,71.3,62,78.5,61
743,,TUMA/KCMUCo/BSC.N/2015/2016/0698,9,,,81.6,73,64.5,70
944,,TUMA/KCMUCo/BSC.N/2015/2016/0699,9,,,65,51,51,68
862,,TUMA/KCMUCo/BSC.N/2015/2016/0719,65,,,70.2,72,64.5,57
845,,TUMA/KCMUCo/BSC.N/2015/2016/0721,9,,,75,71.5,78.5,64
927,,TUMA/KCMUCo/BSC.N/2015/2016/0723,9,,,61.8,62.5,61.5,74
735,,TUMA/KCMUCo/BSC.N/2015/2016/0724,9,,,72.8,52,56.5,87
799,,TUMA/KCMUCo/BSC.N/2015/2016/0727,65,,,67.5,54.5,62,65
948,,TUMA/KCMUCo/BSC.N/2015/2016/0736,67,,,0,,0,0
726,,TUMA/KCMUCo/BSC.N/2015/2016/0746,67,,,57,54.5,38,72
875,,TUMA/KCMUCo/BSC.N/2015/2016/0748,65,,,69.3,53.5,67.5,76
737,,TUMA/KCMUCo/BSC.N/2015/2016/0749,67,,,40.4,32,65,53
842,,TUMA/KCMUCo/BSC.N/2015/2016/0750,11,,,71.5,60,46,63
884,,TUMA/KCMUCo/BSC.N/2015/2016/0753,11,,,63.6,35.5,60.5,57
915,,TUMA/KCMUCo/BSC.N/2015/2016/0755,9,,,85.5,72.5,73.5,84
847,,TUMA/KCMUCo/BSC.N/2015/2016/0756,9,,,56.1,54.5,50,53
899,,TUMA/KCMUCo/BSC.N/2015/2016/0757,67,,,61.4,47,56.5,78
890,,TUMA/KCMUCo/BSC.N/2015/2016/0759,9,,,71.9,59.5,67.5,69
715,,TUMA/KCMUCo/BSC.N/2015/2016/0760,67,,,70.6,36,66,79
886,,TUMA/KCMUCo/BSC.N/2015/2016/0761,67,,,59,46.5,63,76
764,,TUMA/KCMUCo/BSC.N/2015/2016/0768,11,,,57,31.5,69,86
941,,TUMA/KCMUCo/BSC.N/2015/2016/0770,11,,,71.5,41,62,50
758,,TUMA/KCMUCo/BSC.N/2015/2016/0771,9,,,76.3,65,70,62
818,,TUMA/KCMUCo/BSC.N/2015/2016/0786,67,,,61.8,21,57.5,63
893,,TUMA/KCMUCo/BSC.N/2015/2016/0789,9,,,68,56,54,56
778,,TUMA/KCMUCo/BSC.N/2015/2016/0791,65,,,81.6,78,65,76
859,,TUMA/KCMUCo/BSC.N/2015/2016/0801,9,,,78.3,65,75,77
901,,TUMA/KCMUCo/BSC.N/2015/2016/0802,9,,,74.6,74,71.5,69
940,,TUMA/KCMUCo/BSC.N/2015/2016/0804,9,,,70.2,65,61.5,75
892,,TUMA/KCMUCo/BSC.N/2015/2016/0805,65,,,70.2,51,63.5,72
912,,TUMA/KCMUCo/BSC.N/2015/2016/0813,65,,,68,54,55.5,53
909,,TUMA/KCMUCo/BSC.N/2015/2016/0819,67,,,66.7,40,64,83
733,,TUMA/KCMUCo/BSC.N/2015/2016/0822,11,,,80.7,70,44.5,37
863,,TUMA/KCMUCo/BSC.N/2016/2017/0826,9,,,73.3,79,68.5,60
922,,TUMA/KCMUCo/BSC.N/2016/2017/0827,11,,,67.5,67,49,45
798,,TUMA/KCMUCo/BSC.N/2016/2017/0828,67,,,54.4,41,63,68
