@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,,,,,
@-header,compilationTime_!_ 2017:08:24:11:16:34,,,,,,,,,,,,,,,,
@-header,columnCount_!_ 18,,,,,,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,,,,,,
@-header,courseId_!_ 4,,,,,,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Physiotherapy (Direct),,,,,,,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,498,499,500,501,396,392,387,388,390,398,394,384
Ref,GPA,Reg Number,Flags,Details,res,PT101	Psychology,Sociology & anthropology,	Ethics,	Communication & study skills,Physical Education level 1,Biochemistry Level 1,Physiology Level 1 ,Parasitology & Entomology,Microbiology&                 Immunology  ,Nursing and first Aid,Clinical Science Level 1,Anatomy Level 1 
351,,TUMA/KCMUCo/BScPhysio/2015/2016/0212,67,,,83,79,64,61,62,58,77,48,51,54,62,69
308,,TUMA/KCMUCo/BScPhysio/2015/2016/0213,67,,,69,75,69,84,69,62,59,59,42,47,59,46
202,,TUMA/KCMUCo/BScPhysio/2015/2016/0214,65,,,78,77,72,75,72,69,59,60,56,55,63,61
335,,TUMA/KCMUCo/BScPhysio/2015/2016/0215,9,,,86,82,85,68,61,70,75,64,59,51,64,65
353,,TUMA/KCMUCo/BScPhysio/2015/2016/0216,67,,,77,86,64,71,67,58,79,62,45,58,61,62
214,,TUMA/KCMUCo/BScPhysio/2015/2016/0217,65,,,87,77,81,78,66,53,65,60,55,58,62,63
350,,TUMA/KCMUCo/BScPhysio/2015/2016/0218,65,,,89,86,68,62,56,63,74,70,57,60,72,68
206,,TUMA/KCMUCo/BScPhysio/2015/2016/0219,67,,,76,73,57,63,57,51,60,48,45,45,53,56
277,,TUMA/KCMUCo/BScPhysio/2015/2016/0220,67,,,75,82,77,78,61,57,59,52,46,55,60,62
233,,TUMA/KCMUCo/BScPhysio/2015/2016/0221,67,,,,,,,,,,,,,,
236,,TUMA/KCMUCo/BScPhysio/2015/2016/0223,67,,,89,85,72,72,52,63,48,49,53,57,63,65
84,,TUMA/KCMUCo/BScPhysio/2015/2016/0224,67,,,,,,,,,,,,,,
199,,TUMA/KCMUCo/BScPhysio/2015/2016/0226,67,,,75,80,72,77,66,53,63,48,51,51,58,64
38,,TUMA/KCMUCo/BScPhysio/2015/2016/0227,65,,,80,78,74,78,51,66,58,55,52,50,60,56
21,,TUMA/KCMUCo/BScPhysio/2015/2016/0228,67,,,79,83,63,77,53,59,64,47,49,53,52,54
322,,TUMA/KCMUCo/BScPhysio/2015/2016/0229,65,,,84,81,81,71,59,69,61,58,52,62,56,62
247,,TUMA/KCMUCo/BScPhysio/2015/2016/0244,11,,,77,79,82,71,69,59,65,52,45,54,55,54
314,,TUMA/KCMUCo/BScPhysio/2015/2016/0246,65,,,81,78,70,73,74,59,51,66,54,52,56,52
311,,TUMA/KCMUCo/BScPhysio/2015/2016/0249,65,,,75,75,66,70,60,68,56,52,54,53,53,70
96,,TUMA/KCMUCo/BScPhysio/2015/2016/0289,67,,,,,,,,,,,,,,
87,,TUMA/KCMUCo/BScPhysio/2015/2016/0299,67,,,,,,,,,,,,,,
285,,TUMA/KCMUCo/BScPhysio/2016/2017/0315,67,,,80,74,67,71,52,61,52,56,53,52,43,50
