@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 9,,,,,,,,
@-header,courseName_!_ Doctor of Medicine,,,,,,,,
@-header,year_!_ 3,,,,,,,,
@-header,semester_!_ 1,,,,,,,,
@-header,batchId_!_ 4,,,,,,,,
@-header,batchName_!_ 2012/2013,,,,,,,,
@-header,flags_!_ 16,,,,,,,,
@-header,compilationTime_!_ 2018:04:24:10:45:24,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
,,,,,,,,,
,,,,,,563,564,565,566
Ref,GPA,Reg Number,Flags,Details,res,Obstetrics and Gynaecology ,Paediatrics and Child Health,General Surgery,Internal Medicine
1012,1:3.7,TUMA/KCMUCo/MD/2015/2016/2488,9,,1:60:225,80,63,63,75
1436,1:4,TUMA/KCMUCo/MD/2015/2016/2489,9,,1:60:240,76,63,76,80
1629,1:4,TUMA/KCMUCo/MD/2015/2016/2490,9,,1:60:240,68,74,73,82
1879,1:4,TUMA/KCMUCo/MD/2015/2016/2491,9,,1:60:240,81,66,78,75
1296,1:3.7,TUMA/KCMUCo/MD/2015/2016/2492,9,,1:60:225,73,66,74,72
1744,1:4,TUMA/KCMUCo/MD/2015/2016/2493,9,,1:60:240,78,67,79,80
1718,1:3.2,TUMA/KCMUCo/MD/2015/2016/2494,9,,1:60:195,76,60,57,75
1041,1:4,TUMA/KCMUCo/MD/2015/2016/2495,9,,1:60:240,76,72,72,73
1840,1:3.2,TUMA/KCMUCo/MD/2015/2016/2496,9,,1:60:195,76,64,67,68
1768,1:3.2,TUMA/KCMUCo/MD/2015/2016/2497,9,,1:60:195,75,58,62,76
1834,1:4.2,TUMA/KCMUCo/MD/2015/2016/2498,9,,1:60:255,80,63,71,82
1804,1:3.5,TUMA/KCMUCo/MD/2015/2016/2499,9,,1:60:210,79,65,68,77
1867,1:3.2,TUMA/KCMUCo/MD/2015/2016/2500,9,,1:60:195,76,61,60,68
1426,1:4,TUMA/KCMUCo/MD/2015/2016/2501,9,,1:60:240,66,71,73,81
1388,1:4,TUMA/KCMUCo/MD/2015/2016/2502,9,,1:60:240,78,67,80,77
1197,1:3.2,TUMA/KCMUCo/MD/2015/2016/2503,9,,1:60:195,58,67,70,79
1129,1:4,TUMA/KCMUCo/MD/2015/2016/2505,9,,1:60:240,80,66,72,78
1794,1:4,TUMA/KCMUCo/MD/2015/2016/2506,9,,1:60:240,80,65,76,78
972,1:3.5,TUMA/KCMUCo/MD/2015/2016/2507,9,,1:60:210,71,65,66,75
973,1:3.5,TUMA/KCMUCo/MD/2015/2016/2508,9,,1:60:210,74,70,66,67
1707,1:3.7,TUMA/KCMUCo/MD/2015/2016/2509,9,,1:60:225,76,67,72,76
1270,1:3.5,TUMA/KCMUCo/MD/2015/2016/2510,9,,1:60:210,70,74,58,73
1189,1:4.2,TUMA/KCMUCo/MD/2015/2016/2511,9,,1:60:255,74,77,83,77
1347,1:3.2,TUMA/KCMUCo/MD/2015/2016/2512,9,,1:60:195,65,67,69,74
975,1:3.5,TUMA/KCMUCo/MD/2015/2016/2513,9,,1:60:210,73,69,62,76
985,1:3.7,TUMA/KCMUCo/MD/2015/2016/2514,9,,1:60:225,76,63,73,75
1256,1:3.7,TUMA/KCMUCo/MD/2015/2016/2515,9,,1:60:225,76,60,65,81
1040,1:3.7,TUMA/KCMUCo/MD/2015/2016/2516,9,,1:60:225,62,64,71,85
1072,1:4.5,TUMA/KCMUCo/MD/2015/2016/2518,9,,1:60:270,83,65,82,80
1317,1:4.2,TUMA/KCMUCo/MD/2015/2016/2519,9,,1:60:255,75,80,74,78
1268,1:3,TUMA/KCMUCo/MD/2015/2016/2520,9,,1:60:180,76,58,54,70
1377,1:3.2,TUMA/KCMUCo/MD/2015/2016/2559,9,,1:60:195,70,68,60,68
1896,1:3.5,TUMA/KCMUCo/MD/2015/2016/2566,9,,1:60:210,69,72,68,78
1046,1:4,TUMA/KCMUCo/MD/2015/2016/2609,9,,1:60:240,73,73,75,78
1847,1:4,TUMA/KCMUCo/MD/2015/2016/2614,9,,1:60:240,70,74,72,78
1063,1:4.2,TUMA/KCMUCo/MD/2015/2016/2621,9,,1:60:255,83,67,74,81
1926,1:4.2,TUMA/KCMUCo/MD/2015/2016/2625,9,,1:60:255,80,65,72,80
1253,1:3.2,TUMA/KCMUCo/MD/2015/2016/2732,9,,1:60:195,74,58,67,74
1328,1:3.5,TUMA/KCMUCo/MD/2015/2016/2840,9,,1:60:210,74,72,68,66
1829,1:3.5,TUMA/KCMUCo/MD/2015/2016/2884,9,,1:60:210,62,79,74,69
966,1:3.7,TUMA/KCMUCo/MD/2015/2016/2905,9,,1:60:225,79,64,72,71
1238,1:3.2,TUMA/KCMUCo/MD/2015/2016/2909,9,,1:60:195,66,65,66,76
1763,1:3.7,TUMA/KCMUCo/MD/2015/2016/2910,9,,1:60:225,67,67,74,83
1358,1:3.7,TUMA/KCMUCo/MD/2015/2016/2929,9,,1:60:225,75,65,73,77
1560,1:4,TUMA/KCMUCo/MD/2015/2016/2930,9,,1:60:240,66,75,79,81
1337,1:3.7,TUMA/KCMUCo/MD/2015/2016/2931,9,,1:60:225,70,71,61,70
1578,1:3.5,TUMA/KCMUCo/MD/2015/2016/2942,9,,1:60:210,70,70,62,66
1549,1:4.2,TUMA/KCMUCo/MD/2015/2016/2944,9,,1:60:255,62,73,85,81
1019,1:3.7,TUMA/KCMUCo/MD/2015/2016/2962,9,,1:60:225,74,74,63,76
1170,1:4,TUMA/KCMUCo/MD/2016/2017/2976,9,,1:60:240,83,67,74,79
1254,1:3.5,TUMA/KCMUCo/MD/2016/2017/3014,9,,1:60:210,71,72,64,68
1767,1:3.5,TUMA/KCMUCo/MD/2016/2017/3015,9,,1:60:210,79,61,67,72
1001,1:3.2,TUMA/KCMUCo/MD/2016/2017/3018,9,,1:60:195,78,59,60,76
1016,1:4,TUMA/KCMUCo/MD/2016/2017/3019,9,,1:60:240,72,74,76,76
974,1:3.5,TUMA/KCMUCo/MD/2016/2017/3021,9,,1:60:210,69,68,70,74
967,1:3.7,TUMA/KCMUCo/MD/2016/2017/3024,9,,1:60:225,74,67,71,74
1239,1:3.7,TUMA/KCMUCo/MD/2016/2017/3036,9,,1:60:225,77,67,76,77
1248,1:3.5,TUMA/KCMUCo/MD/2016/2017/3067,9,,1:60:210,74,70,62,63
1571,1:3.5,TUMA/KCMUCo/MD/2016/2017/3068,9,,1:60:210,71,71,67,68
1272,1:2.7,TUMA/KCMUCo/MD/2016/2017/3076,9,,1:60:165,68,69,57,67
1315,1:3.2,TUMA/KCMUCo/MD/2016/2017/3081,9,,1:60:195,68,66,72,66
1881,1:3.2,TUMA/KCMUCo/MD/2016/2017/3082,9,,1:60:195,74,67,65,68
2208,1:3.7,TUMA/KCMUCo/MD/2016/2017/3083,9,,1:60:225,79,74,64,76
1310,1:3.7,TUMA/KCMUCo/MD/2016/2017/3084,9,,1:60:225,81,73,57,76
1766,1:3.5,TUMA/KCMUCo/MD/2016/2017/3090,9,,1:60:210,74,62,65,76
2239,1:3,TUMA/KCMUCo/MD/2016/2017/3095,9,,1:60:180,79,59,57,70
1726,1:3.7,TUMA/KCMUCo/MD/2016/2017/3096,9,,1:60:225,77,62,77,78
1764,1:3.5,TUMA/KCMUCo/MD/2016/2017/3097,9,,1:60:210,68,70,60,76
1226,1:3.7,TUMA/KCMUCo/MD/2016/2017/3102,9,,1:60:225,76,62,70,76
1271,1:4,TUMA/KCMUCo/MD/2016/2017/3103,9,,1:60:240,76,68,79,81
1713,1:3.5,TUMA/KCMUCo/MD/2016/2017/3106,9,,1:60:210,78,63,62,72
1777,1:3.5,TUMA/KCMUCo/MD/2016/2017/3109,9,,1:60:210,69,63,75,71
1771,1:3.7,TUMA/KCMUCo/MD/2016/2017/3110,9,,1:60:225,79,64,74,76
1398,1:3.5,TUMA/KCMUCo/MD/2016/2017/3112,9,,1:60:210,70,66,69,77
1904,1:3.5,TUMA/KCMUCo/MD/2016/2017/3132,9,,1:60:210,68,66,67,83
1332,1:3.5,TUMA/KCMUCo/MD/2016/2017/3133,9,,1:60:210,64,68,72,78
1547,1:4,TUMA/KCMUCo/MD/2016/2017/3161,9,,1:60:240,72,70,70,75
2664,1:3.5,TUMA/KCMUCo/MD/2016/2017/3164,9,,1:60:210,72,70,69,66
1255,1:3.7,TUMA/KCMUCo/MD/2016/2017/3165,9,,1:60:225,74,70,63,76
1749,1:3.5,TUMA/KCMUCo/MD/2016/2017/3166,9,,1:60:210,70,76,68,64
1748,1:3.5,TUMA/KCMUCo/MD/2016/2017/3167,9,,1:60:210,56,64,73,80
1182,1:3.5,TUMA/KCMUCo/MD/2016/2017/3168,9,,1:60:210,71,68,68,72
1444,1:3.5,TUMA/KCMUCo/MD/2016/2017/3169,9,,1:60:210,70,66,62,78
1524,1:3.7,TUMA/KCMUCo/MD/2016/2017/3170,9,,1:60:225,71,70,63,76
1532,1:3.5,TUMA/KCMUCo/MD/2016/2017/3171,9,,1:60:210,71,74,54,76
1269,1:3.5,TUMA/KCMUCo/MD/2016/2017/3172,9,,1:60:210,70,69,68,76
1753,1:3.7,TUMA/KCMUCo/MD/2016/2017/3174,9,,1:60:225,65,70,62,80
1595,1:4,TUMA/KCMUCo/MD/2016/2017/3175,9,,1:60:240,78,70,74,76
1471,1:4,TUMA/KCMUCo/MD/2016/2017/3176,9,,1:60:240,74,70,70,72
1323,1:4.5,TUMA/KCMUCo/MD/2016/2017/3177,9,,1:60:270,82,63,80,81
1755,1:3.2,TUMA/KCMUCo/MD/2016/2017/3178,9,,1:60:195,76,62,58,76
1620,1:4.2,TUMA/KCMUCo/MD/2016/2017/3179,9,,1:60:255,82,63,72,80
1333,1:3.5,TUMA/KCMUCo/MD/2016/2017/3180,9,,1:60:210,69,74,65,76
1591,1:3.7,TUMA/KCMUCo/MD/2016/2017/3181,9,,1:60:225,76,73,63,76
980,1:3.7,TUMA/KCMUCo/MD/2016/2017/3182,9,,1:60:225,71,69,70,76
1252,1:3.7,TUMA/KCMUCo/MD/2016/2017/3183,9,,1:60:225,76,68,79,73
997,1:3.5,TUMA/KCMUCo/MD/2016/2017/3184,9,,1:60:210,75,67,63,79
1600,1:3.7,TUMA/KCMUCo/MD/2016/2017/3185,9,,1:60:225,66,74,78,76
1385,1:4,TUMA/KCMUCo/MD/2016/2017/3186,9,,1:60:240,68,75,79,82
1927,1:4.5,TUMA/KCMUCo/MD/2016/2017/3187,9,,1:60:270,80,73,78,81
1740,1:4,TUMA/KCMUCo/MD/2016/2017/3188,9,,1:60:240,78,75,77,79
1793,1:3.7,TUMA/KCMUCo/MD/2016/2017/3189,9,,1:60:225,71,74,69,79
1865,1:3.7,TUMA/KCMUCo/MD/2016/2017/3190,9,,1:60:225,72,72,67,75
1792,1:3.5,TUMA/KCMUCo/MD/2016/2017/3191,9,,1:60:210,77,68,69,72
1613,1:3.7,TUMA/KCMUCo/MD/2016/2017/3192,9,,1:60:225,72,70,64,76
1442,1:3.7,TUMA/KCMUCo/MD/2016/2017/3193,9,,1:60:225,72,73,64,76
1391,1:3.7,TUMA/KCMUCo/MD/2016/2017/3194,9,,1:60:225,75,60,72,72
1576,1:3.7,TUMA/KCMUCo/MD/2016/2017/3195,9,,1:60:225,60,69,70,81
1632,1:4,TUMA/KCMUCo/MD/2016/2017/3196,9,,1:60:240,71,71,77,71
1259,1:3.2,TUMA/KCMUCo/MD/2016/2017/3197,9,,1:60:195,74,64,60,63
981,1:3.7,TUMA/KCMUCo/MD/2016/2017/3198,9,,1:60:225,76,65,76,72
1618,1:3.7,TUMA/KCMUCo/MD/2016/2017/3199,9,,1:60:225,62,65,71,81
1318,1:4.5,TUMA/KCMUCo/MD/2016/2017/3200,9,,1:60:270,84,70,75,80
2677,1:3.7,TUMA/KCMUCo/MD/2016/2017/3201,9,,1:60:225,75,71,64,76
1396,1:3.5,TUMA/KCMUCo/MD/2016/2017/3202,9,,1:60:210,72,72,55,76
1320,1:3.7,TUMA/KCMUCo/MD/2016/2017/3203,9,,1:60:225,62,66,73,81
1750,1:3.7,TUMA/KCMUCo/MD/2016/2017/3204,9,,1:60:225,66,70,71,76
1038,1:3.5,TUMA/KCMUCo/MD/2016/2017/3205,9,,1:60:210,68,77,67,77
1606,1:4,TUMA/KCMUCo/MD/2016/2017/3206,9,,1:60:240,75,68,76,83
978,1:4,TUMA/KCMUCo/MD/2016/2017/3207,9,,1:60:240,70,72,66,81
1795,1:3.7,TUMA/KCMUCo/MD/2016/2017/3208,9,,1:60:225,77,67,71,72
1742,1:4.2,TUMA/KCMUCo/MD/2016/2017/3209,9,,1:60:255,76,74,75,86
1403,1:3.7,TUMA/KCMUCo/MD/2016/2017/3210,9,,1:60:225,72,74,66,76
1355,1:3,TUMA/KCMUCo/MD/2016/2017/3211,9,,1:60:180,52,64,66,76
1774,1:3.5,TUMA/KCMUCo/MD/2016/2017/3212,9,,1:60:210,68,70,62,76
1746,1:3.2,TUMA/KCMUCo/MD/2016/2017/3213,9,,1:60:195,69,73,56,76
1441,1:3.7,TUMA/KCMUCo/MD/2016/2017/3214,9,,1:60:225,80,63,69,77
1300,1:3.7,TUMA/KCMUCo/MD/2016/2017/3215,9,,1:60:225,72,76,60,78
1738,1:3.5,TUMA/KCMUCo/MD/2016/2017/3216,9,,1:60:210,76,58,70,76
1437,1:3,TUMA/KCMUCo/MD/2016/2017/3217,9,,1:60:180,78,54,69,68
1911,1:4.2,TUMA/KCMUCo/MD/2016/2017/3218,9,,1:60:255,78,75,79,84
1888,1:3.5,TUMA/KCMUCo/MD/2016/2017/3219,9,,1:60:210,76,57,75,74
1880,1:3.5,TUMA/KCMUCo/MD/2016/2017/3220,9,,1:60:210,71,66,62,76
1359,1:3.5,TUMA/KCMUCo/MD/2016/2017/3221,9,,1:60:210,73,66,65,76
1334,1:4,TUMA/KCMUCo/MD/2016/2017/3222,9,,1:60:240,82,68,73,70
1826,1:3.7,TUMA/KCMUCo/MD/2016/2017/3223,9,,1:60:225,72,73,70,69
1885,1:4,TUMA/KCMUCo/MD/2016/2017/3224,9,,1:60:240,80,61,75,74
1824,1:3.7,TUMA/KCMUCo/MD/2016/2017/3225,9,,1:60:225,62,73,75,78
1199,1:3.5,TUMA/KCMUCo/MD/2016/2017/3226,9,,1:60:210,76,63,63,76
