@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,
@-header,courseId_!_ 3,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Prosthetics and Orthotics,,,,,,,,,
@-header,year_!_ 4,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,
@-header,compilationTime_!_ 2017:09:11:09:57:49,,,,,,,,,
@-header,columnCount_!_ 11,,,,,,,,,
,,,,,,,,,,
,,,,,,431,432,433,436,437
Ref,GPA,Reg Number,Flags,Details,res,	Biomechanics – VI,Prosthetic and Orthotic Theory ,Clinical Workshop Management,	Research Project,Prosthetics and Orthotics Science Practical 
357,,TUMA/KCMUCo/BSc.P&O/2015/2016/0256,9,,,70,73,68,54,65
94,,TUMA/KCMUCo/BSc.P&O/2015/2016/0258,9,,,74,89,73,64,73
950,,TUMA/KCMUCo/BSc.P&O/2015/2016/0261,13,,,62,88,68,71,71
158,,TUMA/KCMUCo/BSc.P&O/2015/2016/0262,65,,,77,97,75,67,69
222,,TUMA/KCMUCo/BSc.P&O/2015/2016/0265,65,,,66,78,63,70,72
262,,TUMA/KCMUCo/BSc.P&O/2015/2016/0267,67,,,47,68,68,74,67
253,,TUMA/KCMUCo/BSc.P&O/2015/2016/0268,65,,,74,84,71,69,77
273,,TUMA/KCMUCo/BSc.P&O/2015/2016/0270,9,,,62,84,73,60,73
76,,TUMA/KCMUCo/BSc.P&O/2015/2016/0271,65,,,61,77,71,59,68
925,,TUMA/KCMUCo/BSc.P&O/2015/2016/0272,13,,,71,92,72,67,74
107,,TUMA/KCMUCo/BSc.P&O/2015/2016/0273,65,,,62,84,73,64,66
655,,TUMA/KCMUCo/BSc.P&O/2015/2016/0276,13,,,64,91,69,79,79
337,,TUMA/KCMUCo/BSc.P&O/2015/2016/0280,65,,,57,82,64,67,71
224,,TUMA/KCMUCo/BSc.P&O/2015/2016/0282,9,,,60,84,60,65,72
921,,TUMA/KCMUCo/BSc.P&O/2016/2017/0292,15,,,46,75,55,56,77
