@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,
@-header,courseId_!_ 8,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Health Laboratory Science,,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,,
@-header,batchId_!_ 8,,,,,,,,,,,
@-header,batchName_!_ 2016/2017,,,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,,,
@-header,compilationTime_!_ 2017:06:15:13:28:31,,,,,,,,,,,
@-header,columnCount_!_ 13,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,208,209,340,341,367,210,211
Ref,GPA,Reg Number,Flags,Details,res,Communication Skills,Computer Applications,Anatomy,Physiology,Development Studies,Basic Chemistry,Basic Physics
5067,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0713,11,,1:0:0,80,57,72,45,49,57,59
3408,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0714,9,,1:0:0,87,71,66,78,55,70,77
4730,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0715,11,,1:0:0,88,71,70,60,51,62,56
4844,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0716,11,,1:0:0,83,62,57,51,55,52,63
4853,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0717,9,,1:0:0,86,64,82,67,65,63,72
4901,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0718,11,,1:0:0,77,57,62,50,51,63,64
4907,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0719,11,,1:0:0,92,63,62,70,52,75,78
4985,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0721,11,,1:0:0,85,89,73,45,63,79,86
4990,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0722,11,,1:0:0,70,63,69,52,49,56,66
5113,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0723,9,,1:0:0,80,67,80,60,52,61,76
5144,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0724,9,,1:0:0,89,69,66,63,60,73,83
5145,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0725,9,,1:0:0,74,57,66,63,56,74,74
5171,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0726,9,,1:0:0,81,75,77,67,56,75,87
5174,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0727,11,,1:0:0,84,64,67,54,48,77,64
5184,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0728,9,,1:0:0,75,69,69,61,51,69,73
5193,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0729,11,,1:0:0,88,66,72,63,52,73,69
5195,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0730,11,,1:0:0,80,53,65,59,46,55,69
5227,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0731,11,,1:0:0,80,57,79,61,43,69,68
5261,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0732,11,,1:0:0,78,53,75,68,56,63,90
5300,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0733,9,,1:0:0,92,69,84,70,63,74,83
5310,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0734,11,,1:0:0,92,62,69,61,50,74,77
5341,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0735,11,,1:0:0,92,83,69,60,50,65,58
5357,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0736,11,,1:0:0,85,54,71,51,52,68,49
