@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,
@-header,courseId_!_ 9,,,,,,,,,,,
@-header,courseName_!_ Doctor of Medicine,,,,,,,,,,,
@-header,year_!_ 2,,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,,
@-header,batchId_!_ 4,,,,,,,,,,,
@-header,batchName_!_ 2012/2013,,,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,,,
@-header,compilationTime_!_ 2018:04:23:17:53:55,,,,,,,,,,,
@-header,columnCount_!_ 13,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,635,636,637,638,639,640,642
Ref,GPA,Reg Number,Flags,Details,res,	Microbiology and Immunology ,Basic Pharmacology,Epidemiology and Biostatistics,Basic Pathology,Community Health,Parasitology and Entomology,Development Studies
1012,2:4.3,TUMA/KCMUCo/MD/2015/2016/2488,9,,2:60:262,72,77,72,83,75,83,74
1436,2:3.9,TUMA/KCMUCo/MD/2015/2016/2489,9,,2:60:239,68,60,67,80,76,83,76
1629,2:3.3,TUMA/KCMUCo/MD/2015/2016/2490,9,,2:60:200,65,61,76,61,62,73,75
1879,2:3.6,TUMA/KCMUCo/MD/2015/2016/2491,9,,2:60:217,65,63,63,73,72,75,79
1296,2:3,TUMA/KCMUCo/MD/2015/2016/2492,9,,2:60:181.5,64,58,57,58,72,79,65
1744,2:3.7,TUMA/KCMUCo/MD/2015/2016/2493,9,,2:60:222,71,64,73,76,69,74,76
1718,2:2.8,TUMA/KCMUCo/MD/2015/2016/2494,9,,2:60:171,64,50,58,55,64,71,67
1041,2:2.8,TUMA/KCMUCo/MD/2015/2016/2495,9,,2:60:169.5,59,57,55,58,71,75,62
1840,2:2.8,TUMA/KCMUCo/MD/2015/2016/2496,9,,2:60:170.5,62,58,58,62,55,71,62
1768,2:3.3,TUMA/KCMUCo/MD/2015/2016/2497,9,,2:60:199.5,66,52,66,67,74,77,74
1834,2:3.1,TUMA/KCMUCo/MD/2015/2016/2498,9,,2:60:190.5,66,59,68,68,73,75,59
1804,2:3.3,TUMA/KCMUCo/MD/2015/2016/2499,9,,2:60:202.5,69,57,70,76,67,74,75
1867,2:2.2,TUMA/KCMUCo/MD/2015/2016/2500,9,,2:60:136.5,55,50,55,50,59,63,61
1426,2:4,TUMA/KCMUCo/MD/2015/2016/2501,9,,2:60:244.5,78,68,71,74,74,80,76
1388,2:4,TUMA/KCMUCo/MD/2015/2016/2502,9,,2:60:244.5,71,65,70,74,78,81,76
1197,2:3.5,TUMA/KCMUCo/MD/2015/2016/2503,9,,2:60:210.5,68,65,73,69,73,78,74
1129,2:3.9,TUMA/KCMUCo/MD/2015/2016/2505,9,,2:60:236.5,71,74,81,66,73,82,57
1794,2:3.3,TUMA/KCMUCo/MD/2015/2016/2506,9,,2:60:202.5,66,64,67,68,71,78,69
972,2:3.3,TUMA/KCMUCo/MD/2015/2016/2507,9,,2:60:199.5,66,57,68,62,72,70,73
973,2:3,TUMA/KCMUCo/MD/2015/2016/2508,9,,2:60:181,61,59,53,64,68,70,61
1707,2:3,TUMA/KCMUCo/MD/2015/2016/2509,9,,2:60:184.5,67,56,68,68,69,76,68
1270,2:3.8,TUMA/KCMUCo/MD/2015/2016/2510,9,,2:60:229,73,68,65,72,72,76,77
1189,2:4,TUMA/KCMUCo/MD/2015/2016/2511,9,,2:60:245.5,75,67,69,75,78,83,82
1347,2:3.6,TUMA/KCMUCo/MD/2015/2016/2512,9,,2:60:216,68,64,73,76,72,78,66
975,2:2.8,TUMA/KCMUCo/MD/2015/2016/2513,9,,2:60:172.5,64,63,50,53,71,69,55
985,2:2.8,TUMA/KCMUCo/MD/2015/2016/2514,9,,2:60:170,59,60,64,57,64,72,67
1256,2:3.5,TUMA/KCMUCo/MD/2015/2016/2515,9,,2:60:214,76,69,64,77,69,79,60
1040,2:3.3,TUMA/KCMUCo/MD/2015/2016/2516,9,,2:60:201,72,65,57,58,71,77,66
1072,2:3.3,TUMA/KCMUCo/MD/2015/2016/2518,9,,2:60:203.5,67,64,59,69,71,72,70
1317,2:3.6,TUMA/KCMUCo/MD/2015/2016/2519,9,,2:60:217,67,68,67,79,71,77,74
1268,2:3,TUMA/KCMUCo/MD/2015/2016/2520,9,,2:60:184.5,60,51,61,65,66,73,66
1377,2:2.4,TUMA/KCMUCo/MD/2015/2016/2559,9,,2:60:144,60,50,53,50,58,66,53
1896,2:3.3,TUMA/KCMUCo/MD/2015/2016/2566,9,,2:60:202.5,61,61,61,69,71,73,60
1046,2:3.3,TUMA/KCMUCo/MD/2015/2016/2609,9,,2:60:203,65,63,59,72,64,75,73
1847,2:3.5,TUMA/KCMUCo/MD/2015/2016/2614,9,,2:60:213.5,66,59,59,77,72,80,67
1063,2:4.1,TUMA/KCMUCo/MD/2015/2016/2621,9,,2:60:251.5,72,64,69,75,81,86,78
1926,2:3,TUMA/KCMUCo/MD/2015/2016/2625,9,,2:60:185.5,62,52,53,61,69,70,72
1253,2:3,TUMA/KCMUCo/MD/2015/2016/2732,9,,2:60:180,61,51,63,60,63,76,57
1328,2:3.4,TUMA/KCMUCo/MD/2015/2016/2840,9,,2:60:206.5,67,60,64,77,68,72,75
1829,2:3,TUMA/KCMUCo/MD/2015/2016/2884,9,,2:60:185.5,63,60,71,59,64,72,61
966,2:2.9,TUMA/KCMUCo/MD/2015/2016/2905,9,,2:60:179,64,58,63,58,68,77,72
1238,2:3,TUMA/KCMUCo/MD/2015/2016/2909,9,,2:60:181.5,60,59,58,53,70,70,61
1763,2:3.3,TUMA/KCMUCo/MD/2015/2016/2910,9,,2:60:202.5,67,60,68,62,72,75,69
1358,2:3.5,TUMA/KCMUCo/MD/2015/2016/2929,9,,2:60:212.5,64,62,65,71,71,74,66
1560,2:4.2,TUMA/KCMUCo/MD/2015/2016/2930,9,,2:60:252,74,72,77,71,77,82,75
1337,2:4.2,TUMA/KCMUCo/MD/2015/2016/2931,9,,2:60:254.5,71,73,65,79,80,88,67
1578,2:2.7,TUMA/KCMUCo/MD/2015/2016/2942,9,,2:60:165.5,55,50,62,58,70,61,71
1549,2:4.3,TUMA/KCMUCo/MD/2015/2016/2944,9,,2:60:262,77,81,67,74,81,86,68
1019,2:4.2,TUMA/KCMUCo/MD/2015/2016/2962,9,,2:60:256,72,80,67,71,74,82,78
1170,2:3.8,TUMA/KCMUCo/MD/2016/2017/2976,9,,2:60:232,73,78,68,73,77,79,67
1254,2:3.4,TUMA/KCMUCo/MD/2016/2017/3014,9,,2:60:207,67,63,67,69,70,70,70
1767,2:3.4,TUMA/KCMUCo/MD/2016/2017/3015,9,,2:60:207,67,64,60,60,71,78,75
1001,2:3.3,TUMA/KCMUCo/MD/2016/2017/3018,9,,2:60:200.5,63,53,71,54,71,81,65
1016,2:4.2,TUMA/KCMUCo/MD/2016/2017/3019,9,,2:60:253.5,74,77,81,87,72,74,79
974,2:3.8,TUMA/KCMUCo/MD/2016/2017/3021,9,,2:60:231,73,68,65,68,79,84,74
967,2:3.6,TUMA/KCMUCo/MD/2016/2017/3024,9,,2:60:220.5,69,61,70,74,74,79,77
1239,2:3.6,TUMA/KCMUCo/MD/2016/2017/3036,9,,2:60:218,69,70,74,68,70,74,77
1248,2:3,TUMA/KCMUCo/MD/2016/2017/3067,9,,2:60:181,64,58,56,60,69,72,61
1571,2:2.9,TUMA/KCMUCo/MD/2016/2017/3068,9,,2:60:179,61,54,67,59,68,71,75
1272,2:2.3,TUMA/KCMUCo/MD/2016/2017/3076,9,,2:60:142,55,57,57,62,54,63,55
1315,2:3.5,TUMA/KCMUCo/MD/2016/2017/3081,9,,2:60:214.5,70,62,61,68,76,78,68
1881,2:3.8,TUMA/KCMUCo/MD/2016/2017/3082,9,,2:60:232.5,72,64,70,71,74,78,73
2208,2:3.8,TUMA/KCMUCo/MD/2016/2017/3083,9,,2:60:229,70,69,62,77,70,75,75
1310,2:3.4,TUMA/KCMUCo/MD/2016/2017/3084,9,,2:60:209,70,61,64,57,75,79,71
1766,2:3.5,TUMA/KCMUCo/MD/2016/2017/3090,9,,2:60:210.5,67,62,74,64,71,74,77
2239,2:2.5,TUMA/KCMUCo/MD/2016/2017/3095,9,,2:60:151.5,58,50,53,52,60,67,75
1726,2:4,TUMA/KCMUCo/MD/2016/2017/3096,9,,2:60:244,74,70,66,75,74,82,68
1764,2:2.8,TUMA/KCMUCo/MD/2016/2017/3097,9,,2:60:169,58,51,58,62,62,70,64
1226,2:3,TUMA/KCMUCo/MD/2016/2017/3102,9,,2:60:181,60,59,50,62,67,70,62
1271,2:3.8,TUMA/KCMUCo/MD/2016/2017/3103,9,,2:60:229,75,65,65,73,77,77,79
1713,2:3.1,TUMA/KCMUCo/MD/2016/2017/3106,9,,2:60:190.5,65,59,60,65,71,77,56
1777,2:2.4,TUMA/KCMUCo/MD/2016/2017/3109,9,,2:60:146,56,51,62,53,64,66,58
1771,2:3,TUMA/KCMUCo/MD/2016/2017/3110,9,,2:60:185.5,65,57,54,62,68,77,70
1398,2:3.5,TUMA/KCMUCo/MD/2016/2017/3112,9,,2:60:214.5,70,68,62,66,72,75,63
1904,2:3.1,TUMA/KCMUCo/MD/2016/2017/3132,9,,2:60:189,64,51,64,61,64,70,73
1332,2:3.1,TUMA/KCMUCo/MD/2016/2017/3133,9,,2:60:188.5,65,63,58,66,67,74,67
1547,2:3.2,TUMA/KCMUCo/MD/2016/2017/3161,9,,2:60:194.5,64,66,66,70,64,69,70
2664,2:2.6,TUMA/KCMUCo/MD/2016/2017/3164,9,,2:60:160.5,59,53,60,62,64,66,68
1255,2:2.3,TUMA/KCMUCo/MD/2016/2017/3165,9,,2:60:141,55,50,54,50,58,65,70
1749,2:3.1,TUMA/KCMUCo/MD/2016/2017/3166,9,,2:60:191.5,65,59,57,69,73,75,65
1748,2:3.6,TUMA/KCMUCo/MD/2016/2017/3167,9,,2:60:217,66,63,67,72,72,74,77
1182,2:3,TUMA/KCMUCo/MD/2016/2017/3168,9,,2:60:184.5,62,57,61,61,65,71,65
1444,2:2.5,TUMA/KCMUCo/MD/2016/2017/3169,9,,2:60:151.5,59,52,54,57,64,69,72
1524,2:2.4,TUMA/KCMUCo/MD/2016/2017/3170,9,,2:60:147,59,50,52,51,63,67,64
1532,2:2.8,TUMA/KCMUCo/MD/2016/2017/3171,9,,2:60:172.5,62,55,68,61,68,69,63
1269,2:3.4,TUMA/KCMUCo/MD/2016/2017/3172,9,,2:60:209,65,66,58,73,72,79,69
1753,2:3.1,TUMA/KCMUCo/MD/2016/2017/3174,9,,2:60:189,67,57,66,64,67,77,72
1595,2:3,TUMA/KCMUCo/MD/2016/2017/3175,9,,2:60:184.5,61,54,64,62,64,73,64
1471,2:3.2,TUMA/KCMUCo/MD/2016/2017/3176,9,,2:60:196.5,67,62,64,66,62,72,74
1323,2:3.9,TUMA/KCMUCo/MD/2016/2017/3177,9,,2:60:239,70,69,72,69,79,85,80
1755,2:2.9,TUMA/KCMUCo/MD/2016/2017/3178,9,,2:60:179.5,58,55,56,62,70,78,67
1620,2:3.1,TUMA/KCMUCo/MD/2016/2017/3179,9,,2:60:188,65,60,70,67,65,69,71
1333,2:3.1,TUMA/KCMUCo/MD/2016/2017/3180,9,,2:60:189,64,54,61,67,69,78,73
1591,2:3.1,TUMA/KCMUCo/MD/2016/2017/3181,9,,2:60:189,65,55,68,67,65,72,73
980,2:3,TUMA/KCMUCo/MD/2016/2017/3182,9,,2:60:185.5,61,56,55,61,64,75,70
1252,2:3.6,TUMA/KCMUCo/MD/2016/2017/3183,9,,2:60:219,70,64,68,69,74,79,71
997,2:2.3,TUMA/KCMUCo/MD/2016/2017/3184,9,,2:60:142.5,56,50,54,50,60,67,53
1600,2:3.6,TUMA/KCMUCo/MD/2016/2017/3185,9,,2:60:219,69,63,69,66,72,80,72
1385,2:4.8,TUMA/KCMUCo/MD/2016/2017/3186,9,,2:60:289.5,80,86,83,84,73,80,83
1927,2:4.5,TUMA/KCMUCo/MD/2016/2017/3187,9,,2:60:272.5,77,79,74,80,81,89,73
1740,2:3.4,TUMA/KCMUCo/MD/2016/2017/3188,9,,2:60:207,66,60,69,67,72,74,72
1793,2:3.3,TUMA/KCMUCo/MD/2016/2017/3189,9,,2:60:199.5,63,59,61,64,71,74,72
1865,2:3.1,TUMA/KCMUCo/MD/2016/2017/3190,9,,2:60:186.5,58,61,50,70,69,73,67
1792,2:2.9,TUMA/KCMUCo/MD/2016/2017/3191,9,,2:60:177,61,55,63,64,64,64,73
1613,2:2.8,TUMA/KCMUCo/MD/2016/2017/3192,9,,2:60:171,64,59,51,56,62,71,60
1442,2:3.5,TUMA/KCMUCo/MD/2016/2017/3193,9,,2:60:214.5,64,67,60,67,71,80,66
1391,2:3.2,TUMA/KCMUCo/MD/2016/2017/3194,9,,2:60:195,65,56,63,67,70,71,66
1576,2:3.9,TUMA/KCMUCo/MD/2016/2017/3195,9,,2:60:238.5,79,77,68,67,77,84,73
1632,2:2.6,TUMA/KCMUCo/MD/2016/2017/3196,9,,2:60:159,59,57,51,52,69,75,69
1259,2:2.2,TUMA/KCMUCo/MD/2016/2017/3197,9,,2:60:132,50,50,50,50,55,64,58
981,2:3.3,TUMA/KCMUCo/MD/2016/2017/3198,9,,2:60:202.5,62,62,61,69,70,72,63
1618,2:2.6,TUMA/KCMUCo/MD/2016/2017/3199,9,,2:60:161.5,55,53,51,69,64,67,73
1318,2:3.6,TUMA/KCMUCo/MD/2016/2017/3200,9,,2:60:217,69,68,64,72,77,76,70
2677,2:3.5,TUMA/KCMUCo/MD/2016/2017/3201,9,,2:60:210,67,69,70,75,69,77,72
1396,2:3.2,TUMA/KCMUCo/MD/2016/2017/3202,9,,2:60:192,66,62,63,64,69,75,62
1320,2:4,TUMA/KCMUCo/MD/2016/2017/3203,9,,2:60:241,74,66,60,78,75,83,75
1750,2:3.3,TUMA/KCMUCo/MD/2016/2017/3204,9,,2:60:199.5,64,56,61,68,74,77,75
1038,2:3.4,TUMA/KCMUCo/MD/2016/2017/3205,9,,2:60:208.5,71,65,65,63,67,76,71
1606,2:4.2,TUMA/KCMUCo/MD/2016/2017/3206,9,,2:60:252,75,72,75,77,77,81,79
978,2:2.4,TUMA/KCMUCo/MD/2016/2017/3207,9,,2:60:147,58,58,58,58,65,66,63
