@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,
@-header,courseId_!_ 9,,,,,,,,,
@-header,courseName_!_ Doctor of Medicine,,,,,,,,,
@-header,year_!_ 3,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,
@-header,batchId_!_ 4,,,,,,,,,
@-header,batchName_!_ 2012/2013,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,
@-header,compilationTime_!_ 2018:04:24:10:50:54,,,,,,,,,
@-header,columnCount_!_ 11,,,,,,,,,
,,,,,,,,,,
,,,,,,185,186,188,567,922
Ref,GPA,Reg Number,Flags,Details,res,Dental,Radiology,Ophthalmology,	Psychiatry,Clinical Laboratory
1012,2:4,TUMA/KCMUCo/MD/2015/2016/2488,9,,2:60:240,73,85,72,67,71
1436,2:3.4,TUMA/KCMUCo/MD/2015/2016/2489,9,,2:60:204,73,63,67,74,68
1629,2:3.8,TUMA/KCMUCo/MD/2015/2016/2490,9,,2:60:228,78,78,75,71,68
1879,2:3.2,TUMA/KCMUCo/MD/2015/2016/2491,9,,2:60:192,77,67,67,67,65
1296,2:3.4,TUMA/KCMUCo/MD/2015/2016/2492,9,,2:60:204,70,72,76,66,55
1744,2:3.6,TUMA/KCMUCo/MD/2015/2016/2493,9,,2:60:216,75,65,76,67,73
1718,2:3.4,TUMA/KCMUCo/MD/2015/2016/2494,9,,2:60:204,76,58,75,69,73
1041,2:3.4,TUMA/KCMUCo/MD/2015/2016/2495,9,,2:60:204,72,62,75,62,67
1840,2:2.8,TUMA/KCMUCo/MD/2015/2016/2496,9,,2:60:168,63,59,68,65,62
1768,2:3.6,TUMA/KCMUCo/MD/2015/2016/2497,9,,2:60:216,68,72,74,73,66
1834,2:4,TUMA/KCMUCo/MD/2015/2016/2498,9,,2:60:240,76,80,71,69,70
1804,2:4,TUMA/KCMUCo/MD/2015/2016/2499,9,,2:60:240,76,70,73,71,74
1867,2:3.2,TUMA/KCMUCo/MD/2015/2016/2500,9,,2:60:192,66,66,76,66,68
1426,2:4.6,TUMA/KCMUCo/MD/2015/2016/2501,9,,2:60:276,80,74,80,75,80
1388,2:4,TUMA/KCMUCo/MD/2015/2016/2502,9,,2:60:240,76,77,79,71,71
1197,2:4,TUMA/KCMUCo/MD/2015/2016/2503,9,,2:60:240,80,62,73,70,72
1129,2:3.2,TUMA/KCMUCo/MD/2015/2016/2505,9,,2:60:192,76,68,67,63,67
1794,2:4,TUMA/KCMUCo/MD/2015/2016/2506,9,,2:60:240,73,79,74,71,71
972,2:3.8,TUMA/KCMUCo/MD/2015/2016/2507,9,,2:60:228,82,67,73,74,65
973,2:3.4,TUMA/KCMUCo/MD/2015/2016/2508,9,,2:60:204,71,51,75,65,70
1707,2:3.8,TUMA/KCMUCo/MD/2015/2016/2509,9,,2:60:228,78,76,84,69,63
1270,2:4.2,TUMA/KCMUCo/MD/2015/2016/2510,9,,2:60:252,81,67,87,73,78
1189,2:4.2,TUMA/KCMUCo/MD/2015/2016/2511,9,,2:60:252,84,70,88,73,69
1347,2:3.8,TUMA/KCMUCo/MD/2015/2016/2512,9,,2:60:228,76,79,78,74,61
975,2:2.8,TUMA/KCMUCo/MD/2015/2016/2513,9,,2:60:168,68,63,64,63,53
985,2:3,TUMA/KCMUCo/MD/2015/2016/2514,9,,2:60:180,67,55,71,62,68
1256,2:4,TUMA/KCMUCo/MD/2015/2016/2515,9,,2:60:240,74,74,77,73,71
1040,2:3.8,TUMA/KCMUCo/MD/2015/2016/2516,9,,2:60:228,76,78,76,66,71
1072,2:3.8,TUMA/KCMUCo/MD/2015/2016/2518,9,,2:60:228,76,78,62,70,79
1317,2:4.4,TUMA/KCMUCo/MD/2015/2016/2519,9,,2:60:264,81,75,88,77,72
1268,2:3.2,TUMA/KCMUCo/MD/2015/2016/2520,9,,2:60:192,73,67,69,71,58
1377,2:2.8,TUMA/KCMUCo/MD/2015/2016/2559,9,,2:60:168,70,58,63,67,50
1896,2:3,TUMA/KCMUCo/MD/2015/2016/2566,9,,2:60:180,74,59,69,65,66
1046,2:3.6,TUMA/KCMUCo/MD/2015/2016/2609,9,,2:60:216,72,78,79,69,61
1847,2:3.6,TUMA/KCMUCo/MD/2015/2016/2614,9,,2:60:216,74,76,66,73,63
1063,2:4.4,TUMA/KCMUCo/MD/2015/2016/2621,9,,2:60:264,82,82,75,72,71
1926,2:4,TUMA/KCMUCo/MD/2015/2016/2625,9,,2:60:240,82,78,69,72,70
1253,2:2.8,TUMA/KCMUCo/MD/2015/2016/2732,9,,2:60:168,69,55,61,66,60
1328,2:4.4,TUMA/KCMUCo/MD/2015/2016/2840,9,,2:60:264,75,81,80,73,70
1829,2:3,TUMA/KCMUCo/MD/2015/2016/2884,9,,2:60:180,68,64,60,72,51
966,2:4,TUMA/KCMUCo/MD/2015/2016/2905,9,,2:60:240,75,74,74,74,70
1238,2:3.6,TUMA/KCMUCo/MD/2015/2016/2909,9,,2:60:216,70,73,66,71,67
1763,2:4.2,TUMA/KCMUCo/MD/2015/2016/2910,9,,2:60:252,79,83,71,72,72
1358,2:3.6,TUMA/KCMUCo/MD/2015/2016/2929,9,,2:60:216,80,63,64,72,63
1560,2:4.4,TUMA/KCMUCo/MD/2015/2016/2930,9,,2:60:264,83,78,82,74,70
1337,2:3.6,TUMA/KCMUCo/MD/2015/2016/2931,9,,2:60:216,73,63,71,73,66
1578,2:3,TUMA/KCMUCo/MD/2015/2016/2942,9,,2:60:180,65,62,66,71,54
1549,2:3.8,TUMA/KCMUCo/MD/2015/2016/2944,9,,2:60:228,76,85,66,74,61
1019,2:4.4,TUMA/KCMUCo/MD/2015/2016/2962,9,,2:60:264,83,80,82,72,61
1170,2:3.8,TUMA/KCMUCo/MD/2016/2017/2976,9,,2:60:228,72,71,78,72,67
1254,2:3.8,TUMA/KCMUCo/MD/2016/2017/3014,9,,2:60:228,74,70,76,67,70
1767,2:3.4,TUMA/KCMUCo/MD/2016/2017/3015,9,,2:60:204,72,69,63,71,60
1001,2:4,TUMA/KCMUCo/MD/2016/2017/3018,9,,2:60:240,74,74,72,73,70
1016,2:4.4,TUMA/KCMUCo/MD/2016/2017/3019,9,,2:60:264,76,86,85,75,75
974,2:4.2,TUMA/KCMUCo/MD/2016/2017/3021,9,,2:60:252,75,79,80,74,72
967,2:4.2,TUMA/KCMUCo/MD/2016/2017/3024,9,,2:60:252,77,79,80,71,73
1239,2:3.8,TUMA/KCMUCo/MD/2016/2017/3036,9,,2:60:228,79,72,75,75,69
1248,2:3.2,TUMA/KCMUCo/MD/2016/2017/3067,9,,2:60:192,74,72,66,68,58
1571,2:4.2,TUMA/KCMUCo/MD/2016/2017/3068,9,,2:60:252,74,85,81,74,62
1272,2:2.8,TUMA/KCMUCo/MD/2016/2017/3076,9,,2:60:168,67,61,77,59,51
1315,2:3.6,TUMA/KCMUCo/MD/2016/2017/3081,9,,2:60:216,72,67,72,65,70
1881,2:4.4,TUMA/KCMUCo/MD/2016/2017/3082,9,,2:60:264,79,83,80,72,76
2208,2:3.4,TUMA/KCMUCo/MD/2016/2017/3083,9,,2:60:204,75,71,69,69,62
1310,2:4,TUMA/KCMUCo/MD/2016/2017/3084,9,,2:60:240,77,81,78,68,70
1766,2:3.4,TUMA/KCMUCo/MD/2016/2017/3090,9,,2:60:204,72,70,76,66,58
2239,2:3.2,TUMA/KCMUCo/MD/2016/2017/3095,9,,2:60:192,71,60,63,67,67
1726,2:3.4,TUMA/KCMUCo/MD/2016/2017/3096,9,,2:60:204,74,62,67,73,62
1764,2:2.8,TUMA/KCMUCo/MD/2016/2017/3097,9,,2:60:168,65,51,65,73,58
1226,2:3,TUMA/KCMUCo/MD/2016/2017/3102,9,,2:60:180,69,57,64,63,71
1271,2:4.4,TUMA/KCMUCo/MD/2016/2017/3103,9,,2:60:264,83,75,80,73,71
1713,2:3.2,TUMA/KCMUCo/MD/2016/2017/3106,9,,2:60:192,68,64,72,64,65
1777,2:2.8,TUMA/KCMUCo/MD/2016/2017/3109,9,,2:60:168,70,55,62,66,50
1771,2:3.4,TUMA/KCMUCo/MD/2016/2017/3110,9,,2:60:204,73,73,68,69,60
1398,2:3.6,TUMA/KCMUCo/MD/2016/2017/3112,9,,2:60:216,70,74,75,69,60
1904,2:3.2,TUMA/KCMUCo/MD/2016/2017/3132,9,,2:60:192,67,71,62,66,60
1332,2:3.6,TUMA/KCMUCo/MD/2016/2017/3133,9,,2:60:216,72,68,74,67,74
1547,2:3,TUMA/KCMUCo/MD/2016/2017/3161,9,,2:60:180,75,62,64,62,55
2664,2:3.2,TUMA/KCMUCo/MD/2016/2017/3164,9,,2:60:192,75,64,66,73,55
1255,2:3,TUMA/KCMUCo/MD/2016/2017/3165,9,,2:60:180,74,62,66,65,50
1749,2:3.6,TUMA/KCMUCo/MD/2016/2017/3166,9,,2:60:216,74,66,75,72,63
1748,2:4,TUMA/KCMUCo/MD/2016/2017/3167,9,,2:60:240,73,70,81,69,71
1182,2:3.2,TUMA/KCMUCo/MD/2016/2017/3168,9,,2:60:192,71,67,62,64,62
1444,2:3.2,TUMA/KCMUCo/MD/2016/2017/3169,9,,2:60:192,71,68,67,70,58
1524,2:3.2,TUMA/KCMUCo/MD/2016/2017/3170,9,,2:60:192,70,64,66,70,57
1532,2:3.4,TUMA/KCMUCo/MD/2016/2017/3171,9,,2:60:204,76,70,68,67,62
1269,2:3.6,TUMA/KCMUCo/MD/2016/2017/3172,9,,2:60:216,65,69,84,74,68
1753,2:3.6,TUMA/KCMUCo/MD/2016/2017/3174,9,,2:60:216,73,65,77,71,67
1595,2:2.6,TUMA/KCMUCo/MD/2016/2017/3175,9,,2:60:156,65,56,64,67,50
1471,2:3.8,TUMA/KCMUCo/MD/2016/2017/3176,9,,2:60:228,72,71,76,68,72
1323,2:4.2,TUMA/KCMUCo/MD/2016/2017/3177,9,,2:60:252,79,83,79,75,71
1755,2:3.4,TUMA/KCMUCo/MD/2016/2017/3178,9,,2:60:204,68,76,68,69,70
1620,2:3.4,TUMA/KCMUCo/MD/2016/2017/3179,9,,2:60:204,72,70,66,78,59
1333,2:3.4,TUMA/KCMUCo/MD/2016/2017/3180,9,,2:60:204,64,70,60,68,74
1591,2:3.4,TUMA/KCMUCo/MD/2016/2017/3181,9,,2:60:204,68,67,67,75,71
980,2:3.8,TUMA/KCMUCo/MD/2016/2017/3182,9,,2:60:228,73,81,69,70,65
1252,2:4,TUMA/KCMUCo/MD/2016/2017/3183,9,,2:60:240,75,70,80,71,69
997,2:3.2,TUMA/KCMUCo/MD/2016/2017/3184,9,,2:60:192,70,64,65,63,69
1600,2:3.8,TUMA/KCMUCo/MD/2016/2017/3185,9,,2:60:228,78,72,72,72,67
1385,2:4.2,TUMA/KCMUCo/MD/2016/2017/3186,9,,2:60:252,79,86,76,73,79
1927,2:4.6,TUMA/KCMUCo/MD/2016/2017/3187,9,,2:60:276,82,85,86,77,74
1740,2:4,TUMA/KCMUCo/MD/2016/2017/3188,9,,2:60:240,71,77,78,71,72
1793,2:3.8,TUMA/KCMUCo/MD/2016/2017/3189,9,,2:60:228,74,74,64,70,72
1865,2:3.8,TUMA/KCMUCo/MD/2016/2017/3190,9,,2:60:228,73,79,67,75,75
1792,2:3.6,TUMA/KCMUCo/MD/2016/2017/3191,9,,2:60:216,72,73,73,65,66
1613,2:3.4,TUMA/KCMUCo/MD/2016/2017/3192,9,,2:60:204,77,66,66,70,60
1442,2:3.4,TUMA/KCMUCo/MD/2016/2017/3193,9,,2:60:204,70,61,65,71,60
1391,2:3.6,TUMA/KCMUCo/MD/2016/2017/3194,9,,2:60:216,74,64,75,74,64
1576,2:4,TUMA/KCMUCo/MD/2016/2017/3195,9,,2:60:240,82,64,73,72,72
1632,2:3.4,TUMA/KCMUCo/MD/2016/2017/3196,9,,2:60:204,74,68,73,73,56
1259,2:2.4,TUMA/KCMUCo/MD/2016/2017/3197,9,,2:60:144,65,53,58,63,52
981,2:3.8,TUMA/KCMUCo/MD/2016/2017/3198,9,,2:60:228,73,70,70,63,71
1618,2:3,TUMA/KCMUCo/MD/2016/2017/3199,9,,2:60:180,74,75,65,59,53
1318,2:3.6,TUMA/KCMUCo/MD/2016/2017/3200,9,,2:60:216,72,75,65,70,69
2677,2:4,TUMA/KCMUCo/MD/2016/2017/3201,9,,2:60:240,72,77,81,64,73
1396,2:3.4,TUMA/KCMUCo/MD/2016/2017/3202,9,,2:60:204,68,75,74,67,63
1320,2:4.2,TUMA/KCMUCo/MD/2016/2017/3203,9,,2:60:252,79,84,82,74,60
1750,2:3.4,TUMA/KCMUCo/MD/2016/2017/3204,9,,2:60:204,75,71,64,68,66
1038,2:2.8,TUMA/KCMUCo/MD/2016/2017/3205,9,,2:60:168,68,67,65,69,56
1606,2:4.4,TUMA/KCMUCo/MD/2016/2017/3206,9,,2:60:264,79,80,83,74,79
978,2:3,TUMA/KCMUCo/MD/2016/2017/3207,9,,2:60:180,69,62,69,73,58
1795,2:3,TUMA/KCMUCo/MD/2016/2017/3208,9,,2:60:180,73,60,66,67,56
1742,2:4.4,TUMA/KCMUCo/MD/2016/2017/3209,9,,2:60:264,76,88,86,76,75
1403,2:3.8,TUMA/KCMUCo/MD/2016/2017/3210,9,,2:60:228,77,63,75,70,72
1355,2:2.8,TUMA/KCMUCo/MD/2016/2017/3211,9,,2:60:168,64,63,62,66,51
1774,2:2.4,TUMA/KCMUCo/MD/2016/2017/3212,9,,2:60:144,68,50,57,62,53
1746,2:3.4,TUMA/KCMUCo/MD/2016/2017/3213,9,,2:60:204,76,62,67,74,67
1441,2:3.8,TUMA/KCMUCo/MD/2016/2017/3214,9,,2:60:228,72,69,70,73,70
1300,2:3.2,TUMA/KCMUCo/MD/2016/2017/3215,9,,2:60:192,72,64,66,68,66
1738,2:2.8,TUMA/KCMUCo/MD/2016/2017/3216,9,,2:60:168,66,55,65,61,66
1437,2:3,TUMA/KCMUCo/MD/2016/2017/3217,9,,2:60:180,68,60,60,64,60
1911,2:4.2,TUMA/KCMUCo/MD/2016/2017/3218,9,,2:60:252,72,85,87,73,69
1888,2:3.4,TUMA/KCMUCo/MD/2016/2017/3219,9,,2:60:204,72,72,71,69,54
1880,2:3.6,TUMA/KCMUCo/MD/2016/2017/3220,9,,2:60:216,73,69,74,71,69
1359,2:3.2,TUMA/KCMUCo/MD/2016/2017/3221,9,,2:60:192,61,64,65,75,61
