@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,,,,,
@-header,compilationTime_!_ 2017:08:28:10:43:10,,,,,,,,,,,,,,,,
@-header,columnCount_!_ 18,,,,,,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,,,,,,
@-header,courseId_!_ 4,,,,,,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Physiotherapy (Direct),,,,,,,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,603,512,510,511,514,516,517,518,519,521,513,522
Ref,GPA,Reg Number,Flags,Details,res,	Microbiology & Immunology ,	Kinesiology & Biomechanics,Anatomy Level 2 ,	Physiology Level 2,Basic Parasitology & Entomology,Biochemistry Level 2,Clinical Science Level 2,Physical Education Level 2,Clinical reasoning,	Pharmacology,	Medical Exercise Therapy level 1,PP108	Public Health/Community Health
351,,TUMA/KCMUCo/BScPhysio/2015/2016/0212,65,,,59,75,63,71,58,52,62,66,76,64,61,65
308,,TUMA/KCMUCo/BScPhysio/2015/2016/0213,65,,,54,56,62,71,55,50,59,62.5,65,59,57,57
202,,TUMA/KCMUCo/BScPhysio/2015/2016/0214,65,,,64,72,65,79,60,59,63,67.5,65,67,64,77
335,,TUMA/KCMUCo/BScPhysio/2015/2016/0215,9,,,67,76,67,75,56,56,64,68.5,75,66,58,80
353,,TUMA/KCMUCo/BScPhysio/2015/2016/0216,65,,,61,68,68,85,60,62,61,66,65,62,64,69
214,,TUMA/KCMUCo/BScPhysio/2015/2016/0217,65,,,63,75,69,77,66,51,62,67.5,71,69,56,75
350,,TUMA/KCMUCo/BScPhysio/2015/2016/0218,65,,,76,72,62,78,76,57,72,74,82,77,57,73
206,,TUMA/KCMUCo/BScPhysio/2015/2016/0219,67,,,51,65,46,66,58,50,53,56,53,53,56,67
277,,TUMA/KCMUCo/BScPhysio/2015/2016/0220,65,,,64,67,66,71,58,59,60,63,64,73,69,61
236,,TUMA/KCMUCo/BScPhysio/2015/2016/0223,65,,,55,71,51,68,59,57,63,68.5,81,69,73,81
199,,TUMA/KCMUCo/BScPhysio/2015/2016/0226,65,,,57,63,56,63,60,51,58,67.5,70,65,61,64
38,,TUMA/KCMUCo/BScPhysio/2015/2016/0227,65,,,56,72,60,76,65,54,60,60.5,76,63,63,70
21,,TUMA/KCMUCo/BScPhysio/2015/2016/0228,65,,,61,60,56,72,61,51,52,57,62,70,55,74
322,,TUMA/KCMUCo/BScPhysio/2015/2016/0229,65,,,58,72,64,69,66,57,56,66.5,65,62,61,75
247,,TUMA/KCMUCo/BScPhysio/2015/2016/0244,9,,,50,69,52,73,60,50,55,59,65,55,64,78
314,,TUMA/KCMUCo/BScPhysio/2015/2016/0246,65,,,62,75,54,69,62,51,56,70,52,64,60,75
311,,TUMA/KCMUCo/BScPhysio/2015/2016/0249,67,,,56,73,64,74,60,41,53,68,66,57,53,65
285,,TUMA/KCMUCo/BScPhysio/2016/2017/0315,67,,,53,55,52,64,56,51,43,68,60,58,50,71
