@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 6,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Nursing (Pre-Service),,,,,,,,
@-header,year_!_ 4,,,,,,,,
@-header,semester_!_ 1,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,
@-header,flags_!_ 16,,,,,,,,
@-header,compilationTime_!_ 2018:05:28:12:02:23,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
,,,,,,,,,
,,,,,,973,974,596,1030
Ref,GPA,Reg Number,Flags,Details,res,Community Health Nursing,Mental Health and Psychiatric Nursing,Midwifery,Midwifery Practical
781,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0628,11,,1:28:56,57,58,51,68
765,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0659,9,,1:28:112,65,68,78,65
876,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0661,11,,1:28:56,72,57,51,61
708,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0669,11,,1:28:56,60,51,55,65
894,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0673,11,,1:28:56,57,50,50,52
923,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0681,11,,1:28:56,61,55,54,65
861,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0682,9,,1:28:84,68,73,67,77
911,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0688,11,,1:28:84,67,66,67,37
879,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0689,9,,1:28:56,74,62,55,76
855,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0691,9,,1:28:84,73,68,69,84
864,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0693,11,,1:28:84,70,52,66,76
936,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0697,9,,1:28:112,66,69,74,61
743,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0698,9,,1:28:112,77,75,70,70
944,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0699,9,,1:28:56,64,65,57,68
862,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0719,9,,1:28:84,69,78,61,57
845,1:5,TUMA/KCMUCo/BSC.N/2015/2016/0721,9,,1:28:140,72,76,80,64
927,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0723,11,,1:28:84,57,65,69,74
735,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0724,9,,1:28:84,66,65,67,87
799,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0727,9,,1:28:84,65,65,62,65
948,1:0,TUMA/KCMUCo/BSC.N/2015/2016/0736,11,,1:28:0,0,,0,0
726,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0746,11,,1:28:56,55,66,50,72
875,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0748,9,,1:28:112,64,68,75,76
737,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0749,11,,1:28:84,40,50,66,53
842,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0750,11,,1:28:56,67,70,51,63
884,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0753,11,,1:28:56,58,41,55,57
915,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0755,9,,1:28:112,78,81,77,84
847,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0756,9,,1:28:56,62,66,52,53
