@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,
@-header,courseId_!_ 39,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Nursing (In-Service),,,,,,,,,
@-header,year_!_ 3,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,
@-header,compilationTime_!_ 2018:03:08:15:04:34,,,,,,,,,
@-header,columnCount_!_ 11,,,,,,,,,
,,,,,,,,,,
,,,,,,100,101,102,103,568
Ref,GPA,Reg Number,Flags,Details,res,Nursing Education,Research Methodology ,Community Nursing ,Leadership & Management,Advanced Nursing Sciences
867,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0666,9,,1:35.3:141.7,90,75,69,78,77
808,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0667,9,,1:35.3:141.7,86,73,64,76,72
760,1:3.8,TUMA/KCMUCo/BSC.N/2015/2016/0694,9,,1:35.3:136.7,73,78,61,75,70
829,1:3.6,TUMA/KCMUCo/BSC.N/2015/2016/0711,9,,1:35.3:127.6,84,71,66,73,66
795,1:3.3,TUMA/KCMUCo/BSC.N/2015/2016/0712,9,,1:35.3:118.1,76,76,56,75,65
887,1:4.5,TUMA/KCMUCo/BSC.N/2015/2016/0713,9,,1:35.3:160.3,93,75,71,78,81
813,1:4.1,TUMA/KCMUCo/BSC.N/2015/2016/0714,9,,1:35.3:146.2,86,76,70,76,74
843,1:4.1,TUMA/KCMUCo/BSC.N/2015/2016/0715,9,,1:35.3:146.2,81,73,71,79,78
846,1:4.5,TUMA/KCMUCo/BSC.N/2015/2016/0716,9,,1:35.3:161.8,83,75,67,83,83
866,1:4.1,TUMA/KCMUCo/BSC.N/2015/2016/0717,9,,1:35.3:146.2,82,70,75,73,74
942,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0718,9,,1:35.3:141.7,86,70,62,72,72
835,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0720,11,,1:35.3:109,85,72,59,72,57
823,1:3.3,TUMA/KCMUCo/BSC.N/2015/2016/0722,11,,1:35.3:118.1,79,70,55,76,64
898,1:4.5,TUMA/KCMUCo/BSC.N/2015/2016/0725,9,,1:35.3:161.8,84,75,66,82,80
895,1:0,TUMA/KCMUCo/BSC.N/2015/2016/0726,11,,1:35.3:0,0,0,0,0,0
805,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0729,11,,1:35.3:143.2,91,71,56,81,71
837,1:2.7,TUMA/KCMUCo/BSC.N/2015/2016/0732,11,,1:35.3:97.6,56,73,42,63,69
903,1:2.2,TUMA/KCMUCo/BSC.N/2015/2016/0733,11,,1:35.3:79.4,45,68,56,49,61
947,1:3.6,TUMA/KCMUCo/BSC.N/2015/2016/0739,9,,1:35.3:127.6,85,75,65,74,61
789,1:3.2,TUMA/KCMUCo/BSC.N/2015/2016/0752,11,,1:35.3:115.2,61,74,56,58,71
349,1:3.7,TUMA/KCMUCo/BSC.N/2015/2016/0754,9,,1:35.3:131,77,67,68,74,79
917,1:4.1,TUMA/KCMUCo/BSC.N/2015/2016/0787,9,,1:35.3:146.2,91,72,76,78,78
832,1:2.8,TUMA/KCMUCo/BSC.N/2015/2016/0803,11,,1:35.3:102.1,57,74,52,63,67
812,1:4.2,TUMA/KCMUCo/BSC.N/2015/2016/0810,9,,1:35.3:151.6,87,66,59,83,81
857,1:3.1,TUMA/KCMUCo/BSC.N/2015/2016/0812,9,,1:35.3:111.6,68,74,68,62,63
913,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0818,9,,1:35.3:141.7,81,79,60,70,75
828,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0823,9,,1:35.3:141.7,92,70,65,76,71
