@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,
@-header,courseId_!_ 4,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Physiotherapy (Direct),,,,,,,,,
@-header,year_!_ 2,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,
@-header,compilationTime_!_ 2017:08:29:15:26:44,,,,,,,,,
@-header,columnCount_!_ 11,,,,,,,,,
,,,,,,,,,,
,,,,,,527,528,529,530,532
Ref,GPA,Reg Number,Flags,Details,res,Musculoskeletal Conditions Level 1,Adult Neurological conditions Level 1,	Cardio respiratory Conditions Level 1,	Paediatric Conditions Level 1,	Field Work (Community)
351,2:4.2,TUMA/KCMUCo/BScPhysio/2015/2016/0212,9,,2:60:252,81,81,65,77,74
308,2:3.2,TUMA/KCMUCo/BScPhysio/2015/2016/0213,9,,2:60:192,65,63,60,61,77
202,2:3.6,TUMA/KCMUCo/BScPhysio/2015/2016/0214,9,,2:60:216,75,70,63,69,74
335,2:4,TUMA/KCMUCo/BScPhysio/2015/2016/0215,9,,2:60:240,89,89,65,78,67
353,2:4.2,TUMA/KCMUCo/BScPhysio/2015/2016/0216,9,,2:60:252,89,86,67,83,60
214,2:4.4,TUMA/KCMUCo/BScPhysio/2015/2016/0217,9,,2:60:264,80,83,61,83,72
350,2:4.4,TUMA/KCMUCo/BScPhysio/2015/2016/0218,9,,2:60:264,90,90,67,84,73
206,2:2.6,TUMA/KCMUCo/BScPhysio/2015/2016/0219,9,,2:60:156,68,58,59,59,71
277,2:4.2,TUMA/KCMUCo/BScPhysio/2015/2016/0220,9,,2:60:252,81,80,66,79,70
233,2:0,TUMA/KCMUCo/BScPhysio/2015/2016/0221,11,,2:37:0,,,,,
236,2:3,TUMA/KCMUCo/BScPhysio/2015/2016/0223,9,,2:60:180,66,72,57,66,61
84,2:0,TUMA/KCMUCo/BScPhysio/2015/2016/0224,11,,2:60:0,,,,,
199,2:3.4,TUMA/KCMUCo/BScPhysio/2015/2016/0226,9,,2:60:204,77,72,64,68,69
38,2:3.6,TUMA/KCMUCo/BScPhysio/2015/2016/0227,9,,2:60:216,80,65,61,61,79
21,2:3,TUMA/KCMUCo/BScPhysio/2015/2016/0228,9,,2:60:180,80,66,54,64,53
322,2:3.6,TUMA/KCMUCo/BScPhysio/2015/2016/0229,9,,2:60:216,79,73,61,69,75
247,2:2.6,TUMA/KCMUCo/BScPhysio/2015/2016/0244,9,,2:60:156,56,56,59,67,75
314,2:2.6,TUMA/KCMUCo/BScPhysio/2015/2016/0246,9,,2:60:156,73,53,54,53,62
311,2:3.6,TUMA/KCMUCo/BScPhysio/2015/2016/0249,9,,2:60:216,78,76,61,62,70
96,2:0,TUMA/KCMUCo/BScPhysio/2015/2016/0289,11,,2:60:0,,,,,
87,2:0,TUMA/KCMUCo/BScPhysio/2015/2016/0299,11,,2:60:0,,,,,
285,2:2.4,TUMA/KCMUCo/BScPhysio/2016/2017/0315,9,,2:60:144,66,58,56,58,61
