@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,
@-header,courseId_!_ 8,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Health Laboratory Science,,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,,,
@-header,flags_!_ 48,,,,,,,,,,,
@-header,compilationTime_!_ 2018:04:04:12:21:53,,,,,,,,,,,
@-header,columnCount_!_ 13,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,359,219,218,360,361,362,363
Ref,GPA,Reg Number,Flags,Details,res,Haematology,Histotechnology,Biochemistry,Health Laboratory Management,Blood Transfussion,Physiology,Anatomy
773,2:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0543,9,,2:60:197,73,67,56,73,83,68,62
840,2:3.9,TUMA/KCMUCo/BScHLSc/2015/2016/0544,9,,2:60:239,73,85,65,81,79,75,66
700,2:3.9,TUMA/KCMUCo/BScHLSc/2015/2016/0555,9,,2:60:238,67,82,62,76,84,82,63
865,2:3.4,TUMA/KCMUCo/BScHLSc/2015/2016/0557,9,,2:60:209,71,70,59,78,75,74,62
709,2:3.5,TUMA/KCMUCo/BScHLSc/2015/2016/0559,9,,2:60:211,67,84,63,75,80,61,52
659,2:3.7,TUMA/KCMUCo/BScHLSc/2015/2016/0560,9,,2:60:223,68,83,67,74,79,72,65
698,2:3,TUMA/KCMUCo/BScHLSc/2015/2016/0561,9,,2:60:181,61,66,56,63,82,68,62
587,2:3.2,TUMA/KCMUCo/BScHLSc/2015/2016/0562,9,,2:60:194,66,81,59,79,73,68,56
679,2:3.9,TUMA/KCMUCo/BScHLSc/2015/2016/0565,9,,2:60:235,76,84,60,76,85,74,66
844,2:3.5,TUMA/KCMUCo/BScHLSc/2015/2016/0566,9,,2:60:214,63,78,63,71,75,78,62
705,2:2.9,TUMA/KCMUCo/BScHLSc/2015/2016/0570,9,,2:60:175,69,72,59,69,76,61,56
776,2:3.5,TUMA/KCMUCo/BScHLSc/2015/2016/0571,9,,2:60:212,69,79,55,72,75,76,77
672,2:3.3,TUMA/KCMUCo/BScHLSc/2015/2016/0572,9,,2:60:202,75,77,60,75,76,66,59
703,2:3.8,TUMA/KCMUCo/BScHLSc/2015/2016/0573,9,,2:60:229,63,83,60,76,80,76,60
817,2:3.4,TUMA/KCMUCo/BScHLSc/2015/2016/0602,9,,2:60:204,60,72,65,65,70,75,60
710,2:3.4,TUMA/KCMUCo/BScHLSc/2015/2016/0603,9,,2:60:208,67,74,60,73,67,74,61
951,2:3.3,TUMA/KCMUCo/BScHLSc/2015/2016/0608,9,,2:60:199,65,80,63,74,69,60,56
694,2:3.4,TUMA/KCMUCo/BScHLSc/2015/2016/0609,9,,2:60:208,74,84,58,69,74,74,67
824,2:3.1,TUMA/KCMUCo/BScHLSc/2015/2016/0610,9,,2:60:186,62,75,61,63,73,56,61
553,2:3.1,TUMA/KCMUCo/BScHLSc/2015/2016/0616,9,,2:60:187,60,70,61,71,71,59,57
607,2:3.6,TUMA/KCMUCo/BScHLSc/2015/2016/0631,9,,2:60:220,72,74,64,72,73,73,66
520,2:3.3,TUMA/KCMUCo/BScHLSc/2015/2016/0632,9,,2:60:200,73,75,58,79,71,73,56
