@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 3,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Prosthetics and Orthotics,,,,,,,,
@-header,year_!_ 3,,,,,,,,
@-header,semester_!_ 2,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,
@-header,flags_!_ 0,,,,,,,,
@-header,compilationTime_!_ 2018:02:07:10:47:48,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
,,,,,,,,,
,,,,,,427,428,429,430
Ref,GPA,Reg Number,Flags,Details,res,	Prosthetic Science practical - III,Biomechanics – V, Research methodology – II,	Electro-Technology – II
357,,TUMA/KCMUCo/BSc.P&O/2015/2016/0256,67,,,41,54,64,65
94,,TUMA/KCMUCo/BSc.P&O/2015/2016/0258,65,,,67,76,78,85
950,,TUMA/KCMUCo/BSc.P&O/2015/2016/0261,69,,,77,75,69,63
158,,TUMA/KCMUCo/BSc.P&O/2015/2016/0262,65,,,72,61,81,84
222,,TUMA/KCMUCo/BSc.P&O/2015/2016/0265,65,,,64,78,52,78
262,,TUMA/KCMUCo/BSc.P&O/2015/2016/0267,67,,,69,46,58,71
253,,TUMA/KCMUCo/BSc.P&O/2015/2016/0268,65,,,62,61,68,69
273,,TUMA/KCMUCo/BSc.P&O/2015/2016/0270,65,,,70,72,60,59
76,,TUMA/KCMUCo/BSc.P&O/2015/2016/0271,65,,,60,58,62,64
925,,TUMA/KCMUCo/BSc.P&O/2015/2016/0272,69,,,70,65,62,73
107,,TUMA/KCMUCo/BSc.P&O/2015/2016/0273,67,,,42,65,76,65
655,,TUMA/KCMUCo/BSc.P&O/2015/2016/0276,69,,,78,72,75,74
337,,TUMA/KCMUCo/BSc.P&O/2015/2016/0280,65,,,65,71,66,71
224,,TUMA/KCMUCo/BSc.P&O/2015/2016/0282,65,,,70,69,67,73
921,,TUMA/KCMUCo/BSc.P&O/2016/2017/0292,69,,,50,53,62,56
