@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,
@-header,courseId_!_ 6,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Nursing (Pre-Service),,,,,,,,,
@-header,year_!_ 2,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,
@-header,batchId_!_ 8,,,,,,,,,
@-header,batchName_!_ 2016/2017,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,
@-header,compilationTime_!_ 2018:05:28:12:59:09,,,,,,,,,
@-header,columnCount_!_ 11,,,,,,,,,
,,,,,,,,,,
,,,,,,585,587,582,583,580
Ref,GPA,Reg Number,Flags,Details,res,Human Growth and Development,Leadership and Management,Principles of Nursing,Behavioral Sciences,Development Studies
4025,,TUMA/KCMUCo/BSC.N/2015/2016/0747,71,,,69,63,61,49,59
4732,,TUMA/KCMUCo/BSC.N/2016/2017/0837,9,,,67,67,67,78,69
4780,,TUMA/KCMUCo/BSC.N/2016/2017/0838,9,,,72,68,66,60,72
4823,,TUMA/KCMUCo/BSC.N/2016/2017/0839,65,,,67,65,62,71,74
4862,,TUMA/KCMUCo/BSC.N/2016/2017/0840,65,,,74,66,67,76,78
4959,,TUMA/KCMUCo/BSC.N/2016/2017/0841,65,,,74,60,64,56,66
5020,,TUMA/KCMUCo/BSC.N/2016/2017/0842,65,,,72,63,73,67,65
5082,,TUMA/KCMUCo/BSC.N/2016/2017/0843,11,,,53,59,62,44,65
5100,,TUMA/KCMUCo/BSC.N/2016/2017/0844,65,,,70,69,70,60,72
5101,,TUMA/KCMUCo/BSC.N/2016/2017/0845,9,,,73,58,66,64,70
5157,,TUMA/KCMUCo/BSC.N/2016/2017/0847,65,,,52,52,54,53,69
5222,,TUMA/KCMUCo/BSC.N/2016/2017/0850,9,,,58,63,66,82,68
5232,,TUMA/KCMUCo/BSC.N/2016/2017/0851,9,,,73,63,70,64,70
5237,,TUMA/KCMUCo/BSC.N/2016/2017/0852,67,,,73,61,72,47,64
5242,,TUMA/KCMUCo/BSC.N/2016/2017/0853,67,,,73,62,69,49,84
5245,,TUMA/KCMUCo/BSC.N/2016/2017/0854,9,,,70,73,78,76,75
5274,,TUMA/KCMUCo/BSC.N/2016/2017/0856,65,,,69,63,75,82,72
5297,,TUMA/KCMUCo/BSC.N/2016/2017/0857,65,,,67,69,77,78,70
5339,,TUMA/KCMUCo/BSC.N/2016/2017/0859,9,,,75,72,69,84,71
5401,,TUMA/KCMUCo/BSC.N/2016/2017/0860,65,,,79,57,73,67,58
5464,,TUMA/KCMUCo/BSC.N/2016/2017/0861,9,,,77,67,78,80,69
5522,,TUMA/KCMUCo/BSC.N/2016/2017/0863,65,,,50,60,63,53,64
5533,,TUMA/KCMUCo/BSC.N/2016/2017/0864,9,,,72,61,65,56,59
5560,,TUMA/KCMUCo/BSC.N/2016/2017/0868,9,,,54,58,69,67,63
5564,,TUMA/KCMUCo/BSC.N/2016/2017/0869,9,,,58,70,58,60,69
5612,,TUMA/KCMUCo/BSC.N/2016/2017/0870,9,,,71,67,75,73,70
5614,,TUMA/KCMUCo/BSC.N/2016/2017/0871,9,,,74,67,53,67,71
5658,,TUMA/KCMUCo/BSC.N/2016/2017/0872,9,,,63,62,70,56,71
5741,,TUMA/KCMUCo/BSC.N/2016/2017/0873,9,,,78,67,66,56,60
5767,,TUMA/KCMUCo/BSC.N/2016/2017/0874,65,,,76,77,61,89,73
5790,,TUMA/KCMUCo/BSC.N/2016/2017/0875,9,,,68,60,63,82,74
5848,,TUMA/KCMUCo/BSC.N/2016/2017/0877,65,,,70,63,57,53,68
5993,,TUMA/KCMUCo/BSC.N/2016/2017/0879,9,,,73,61,65,78,75
6000,,TUMA/KCMUCo/BSC.N/2016/2017/0880,67,,,60,71,65,42,64
6117,,TUMA/KCMUCo/BSC.N/2016/2017/0882,65,,,58,52,67,53,62
6152,,TUMA/KCMUCo/BSC.N/2016/2017/0884,67,,,72,0,0,0,0
6180,,TUMA/KCMUCo/BSC.N/2016/2017/0885,65,,,67,60,56,76,64
6221,,TUMA/KCMUCo/BSC.N/2016/2017/0886,9,,,60,70,73,58,57
6245,,TUMA/KCMUCo/BSC.N/2016/2017/0887,9,,,71,64,76,56,73
6682,,TUMA/KCMUCo/BSC.N/2016/2017/0890,9,,,66,58,52,69,67
6718,,TUMA/KCMUCo/BSC.N/2016/2017/0891,9,,,66,68,56,62,74
6776,,TUMA/KCMUCo/BSC.N/2016/2017/0893,9,,,80,65,80,84,76
6779,,TUMA/KCMUCo/BSC.N/2016/2017/0894,65,,,66,60,53,64,72
6782,,TUMA/KCMUCo/BSC.N/2016/2017/0896,65,,,61,58,70,58,70
