@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,compilationTime_!_ 2018:04:24:10:45:24,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 9,,,,,,,,
@-header,courseName_!_ Doctor of Medicine,,,,,,,,
@-header,year_!_ 3,,,,,,,,
@-header,semester_!_ 1,,,,,,,,
@-header,batchId_!_ 4,,,,,,,,
@-header,batchName_!_ 2012/2013,,,,,,,,
@-header,flags_!_ 0,,,,,,,,
,,,,,,,,,
,,,,,,563,564,565,566
Ref,GPA,Reg Number,Flags,Details,res,Obstetrics and Gynaecology ,Paediatrics and Child Health,General Surgery,Internal Medicine
1012,,TUMA/KCMUCo/MD/2015/2016/2488,65,,,80,63,63,75
1436,,TUMA/KCMUCo/MD/2015/2016/2489,65,,,76,63,76,80
1629,,TUMA/KCMUCo/MD/2015/2016/2490,65,,,68,74,73,82
1879,,TUMA/KCMUCo/MD/2015/2016/2491,65,,,81,66,78,75
1296,,TUMA/KCMUCo/MD/2015/2016/2492,65,,,73,66,74,72
1744,,TUMA/KCMUCo/MD/2015/2016/2493,65,,,78,67,79,80
1718,,TUMA/KCMUCo/MD/2015/2016/2494,65,,,76,60,57,75
1041,,TUMA/KCMUCo/MD/2015/2016/2495,65,,,76,72,72,73
1840,,TUMA/KCMUCo/MD/2015/2016/2496,65,,,76,64,67,68
1768,,TUMA/KCMUCo/MD/2015/2016/2497,65,,,75,58,62,76
1834,,TUMA/KCMUCo/MD/2015/2016/2498,65,,,80,63,71,82
1804,,TUMA/KCMUCo/MD/2015/2016/2499,65,,,79,65,68,77
1867,,TUMA/KCMUCo/MD/2015/2016/2500,65,,,76,61,60,68
1426,,TUMA/KCMUCo/MD/2015/2016/2501,65,,,66,71,73,81
1388,,TUMA/KCMUCo/MD/2015/2016/2502,65,,,78,67,80,77
1197,,TUMA/KCMUCo/MD/2015/2016/2503,65,,,58,67,70,79
1129,,TUMA/KCMUCo/MD/2015/2016/2505,65,,,80,66,72,78
1794,,TUMA/KCMUCo/MD/2015/2016/2506,65,,,80,65,76,78
972,,TUMA/KCMUCo/MD/2015/2016/2507,65,,,71,65,66,75
973,,TUMA/KCMUCo/MD/2015/2016/2508,65,,,74,70,66,67
1707,,TUMA/KCMUCo/MD/2015/2016/2509,65,,,76,67,72,76
1270,,TUMA/KCMUCo/MD/2015/2016/2510,65,,,70,74,58,73
1189,,TUMA/KCMUCo/MD/2015/2016/2511,65,,,74,77,83,77
1347,,TUMA/KCMUCo/MD/2015/2016/2512,65,,,65,67,69,74
975,,TUMA/KCMUCo/MD/2015/2016/2513,65,,,73,69,62,76
985,,TUMA/KCMUCo/MD/2015/2016/2514,65,,,76,63,73,75
1256,,TUMA/KCMUCo/MD/2015/2016/2515,65,,,76,60,65,81
1040,,TUMA/KCMUCo/MD/2015/2016/2516,65,,,62,64,71,85
1072,,TUMA/KCMUCo/MD/2015/2016/2518,65,,,83,65,82,80
1317,,TUMA/KCMUCo/MD/2015/2016/2519,65,,,75,80,74,78
1268,,TUMA/KCMUCo/MD/2015/2016/2520,65,,,76,58,54,70
1377,,TUMA/KCMUCo/MD/2015/2016/2559,69,,,70,68,60,68
1896,,TUMA/KCMUCo/MD/2015/2016/2566,65,,,69,72,68,78
1046,,TUMA/KCMUCo/MD/2015/2016/2609,65,,,73,73,75,78
1847,,TUMA/KCMUCo/MD/2015/2016/2614,65,,,70,74,72,78
1063,,TUMA/KCMUCo/MD/2015/2016/2621,65,,,83,67,74,81
1926,,TUMA/KCMUCo/MD/2015/2016/2625,65,,,80,65,72,80
1253,,TUMA/KCMUCo/MD/2015/2016/2732,65,,,74,58,67,74
1328,,TUMA/KCMUCo/MD/2015/2016/2840,65,,,74,72,68,66
1829,,TUMA/KCMUCo/MD/2015/2016/2884,65,,,62,79,74,69
966,,TUMA/KCMUCo/MD/2015/2016/2905,65,,,79,64,72,71
1238,,TUMA/KCMUCo/MD/2015/2016/2909,65,,,66,65,66,76
1763,,TUMA/KCMUCo/MD/2015/2016/2910,65,,,67,67,74,83
