@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,
@-header,compilationTime_!_ 2017:08:24:11:33:37,,,,,,,,,,,
@-header,columnCount_!_ 13,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,
@-header,courseId_!_ 4,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Physiotherapy (Direct),,,,,,,,,,,
@-header,year_!_ 2,,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,338,523,524,525,526,605,645
Ref,GPA,Reg Number,Flags,Details,res,Foundation of Faith,	Manual Therapy,Soft Tissue Manipulation,Electrotherapy & Thermotherapy Level 1,	Ergonomics,	Clinical Practice  level 1 ,General Surgery 
351,,TUMA/KCMUCo/BScPhysio/2015/2016/0212,65,,,58,60,74,50,66,62,67
308,,TUMA/KCMUCo/BScPhysio/2015/2016/0213,65,,,64,65,72,63,80,50,58
202,,TUMA/KCMUCo/BScPhysio/2015/2016/0214,65,,,70,63,67,67,71,66,70
335,,TUMA/KCMUCo/BScPhysio/2015/2016/0215,9,,,73,63,72,75,71,62,68
353,,TUMA/KCMUCo/BScPhysio/2015/2016/0216,65,,,61,59,67,70,78,55,60
214,,TUMA/KCMUCo/BScPhysio/2015/2016/0217,65,,,70,57,70,65,74,73,69
350,,TUMA/KCMUCo/BScPhysio/2015/2016/0218,65,,,76,72,77,64,76,65,77
206,,TUMA/KCMUCo/BScPhysio/2015/2016/0219,65,,,64,53,71,59,63,51,55
277,,TUMA/KCMUCo/BScPhysio/2015/2016/0220,65,,,70,58,72,68,82,61,67
233,,TUMA/KCMUCo/BScPhysio/2015/2016/0221,67,,,,,,,,,
236,,TUMA/KCMUCo/BScPhysio/2015/2016/0223,65,,,76,55,74,64,78,53,71
84,,TUMA/KCMUCo/BScPhysio/2015/2016/0224,67,,,,,,,,,
199,,TUMA/KCMUCo/BScPhysio/2015/2016/0226,67,,,61,54,69,46,71,59,58
38,,TUMA/KCMUCo/BScPhysio/2015/2016/0227,67,,,56,54,75,56,71,47,64
21,,TUMA/KCMUCo/BScPhysio/2015/2016/0228,67,,,62,51,71,43,67,55,60
322,,TUMA/KCMUCo/BScPhysio/2015/2016/0229,65,,,78,67,69,58,71,63,70
247,,TUMA/KCMUCo/BScPhysio/2015/2016/0244,9,,,65,60,75,57,76,55,55
314,,TUMA/KCMUCo/BScPhysio/2015/2016/0246,65,,,62,51,67,64,68,62,53
311,,TUMA/KCMUCo/BScPhysio/2015/2016/0249,65,,,56,58,73,69,83,57,60
96,,TUMA/KCMUCo/BScPhysio/2015/2016/0289,67,,,,,,,,,
87,,TUMA/KCMUCo/BScPhysio/2015/2016/0299,67,,,,,,,,,
285,,TUMA/KCMUCo/BScPhysio/2016/2017/0315,65,,,60,50,64,52,69,61,65
